existingchecking_A14,credithistory_A34,housing_A152,savings_A65,property_A121,otherinstallmentplans_A143,purpose_A43,employmentsince_A72,existingchecking_A12,property_A124,credithistory_A31,credithistory_A30,creditamount,savings_A61,duration,existingchecking_A11,classification
0,0,1,0,0,1,1,0,0,0,0,0,4473,1,36,0,1
0,0,1,0,0,1,1,0,1,0,0,0,1068,1,6,0,1
0,1,0,0,0,1,0,0,0,1,0,0,6615,1,24,1,1
1,1,1,0,1,1,0,0,0,0,0,0,1864,0,18,0,-1
0,0,1,0,0,1,0,1,1,0,0,0,7408,0,60,0,-1
1,1,0,0,0,0,0,0,0,0,0,0,11590,0,48,0,-1
0,0,0,0,0,0,0,0,0,1,0,1,4110,1,24,1,-1
0,1,0,0,1,1,0,0,0,0,0,0,3384,1,6,1,-1
0,0,1,0,0,1,1,1,1,0,0,0,2101,1,13,0,1
0,0,0,1,0,1,0,0,0,0,0,0,1275,0,15,1,-1
0,0,1,0,0,1,0,0,0,0,0,0,4169,1,24,1,1
0,0,1,0,0,1,0,0,1,0,0,0,1521,1,10,0,1
0,1,0,0,0,1,0,1,1,1,0,0,5743,1,24,0,1
0,0,0,0,0,1,0,0,0,0,0,0,3599,1,21,1,1
0,0,0,0,1,1,1,1,1,0,0,0,3213,0,18,0,1
0,0,1,0,1,0,0,0,1,0,0,0,4439,1,18,0,1
0,0,1,0,0,1,0,1,0,0,0,0,3949,1,10,0,1
1,1,1,0,0,1,1,0,0,0,0,0,1459,1,15,0,1
0,1,1,0,1,1,1,1,1,0,0,0,882,1,13,0,1
0,0,0,0,0,1,1,0,1,1,0,0,3758,0,24,0,1
1,0,1,0,1,1,0,0,0,0,0,0,1743,0,6,0,1
0,1,0,0,0,1,0,0,1,1,0,0,1136,0,9,0,-1
1,0,0,0,1,1,0,1,0,0,0,0,1236,1,9,0,1
0,0,1,0,0,1,0,0,1,0,0,0,959,1,9,0,-1
1,1,1,1,0,1,0,0,0,1,0,0,3229,0,18,0,1
0,0,0,0,0,1,1,0,0,0,0,1,6199,1,12,1,-1
1,0,0,0,0,1,0,0,0,1,0,0,727,0,10,0,1
0,0,1,0,1,0,0,1,1,0,0,0,1246,1,24,0,-1
1,1,1,1,1,1,1,0,0,0,0,0,2331,0,12,0,1
1,0,1,0,0,1,1,0,0,0,0,0,4463,1,36,0,-1
1,0,1,0,1,1,1,0,0,0,0,0,776,1,12,0,1
0,0,0,0,1,1,0,0,0,0,0,0,2406,1,30,1,-1
0,0,0,1,0,1,0,0,1,1,0,0,1239,0,18,0,1
0,0,1,1,0,1,1,0,0,0,0,0,3399,0,12,0,1
0,0,1,0,0,0,0,0,0,0,0,0,2247,1,12,0,1
1,0,0,0,0,1,0,0,0,0,0,0,1766,1,6,0,1
0,0,1,0,0,1,0,0,0,0,0,0,2473,1,18,1,-1
1,0,1,0,0,1,0,0,0,0,0,0,1542,1,12,0,1
1,1,1,0,0,1,0,0,0,0,0,0,3850,1,18,0,1
0,0,0,0,0,1,0,1,0,0,0,0,3650,1,18,1,1
0,0,1,0,0,1,0,0,0,0,0,0,3446,1,36,1,-1
0,0,0,0,1,1,0,0,1,0,0,0,3001,1,18,0,1
1,0,1,1,1,1,0,0,0,0,0,0,3079,0,36,0,1
1,1,1,0,0,1,1,0,0,0,0,0,6070,1,18,0,1
1,1,0,0,1,1,0,1,0,0,0,0,2146,1,10,0,1
1,1,0,1,0,0,0,0,0,1,0,0,13756,0,60,0,1
0,0,0,0,0,0,0,0,1,1,1,0,14782,0,60,0,-1
0,0,0,0,0,1,0,0,0,0,1,0,7685,1,48,1,-1
1,0,1,0,1,1,1,0,0,0,0,0,2320,1,18,0,1
1,0,0,1,0,1,1,0,0,1,0,0,846,0,7,0,1
0,0,0,0,0,1,0,0,1,1,0,0,14318,1,36,0,-1
1,1,1,0,0,1,0,0,0,0,0,0,362,0,6,0,1
0,0,1,1,0,1,0,0,0,0,0,0,2212,0,20,1,1
0,0,0,0,0,1,0,0,1,1,0,0,12976,1,18,0,-1
1,0,0,1,0,1,0,0,0,0,0,0,1283,0,22,0,1
0,0,1,0,1,1,0,1,0,0,0,0,1330,1,12,0,1
1,0,1,0,0,1,0,0,0,0,0,0,4272,0,30,0,1
1,1,1,0,0,1,1,0,0,0,0,0,2238,1,18,0,1
1,0,0,1,1,1,1,1,0,0,0,0,1126,0,18,0,1
0,1,1,0,0,0,0,0,1,0,0,0,7374,1,18,0,1
0,1,1,0,0,0,0,0,1,0,0,0,2326,0,15,0,1
1,0,1,0,0,1,0,0,0,0,0,0,1449,1,9,0,1
1,0,1,0,0,1,0,0,0,0,0,0,1820,1,18,0,1
0,0,0,0,1,1,0,1,1,0,0,0,983,0,12,0,1
0,0,0,0,0,0,0,0,0,1,0,0,3249,1,36,1,1
0,1,1,0,0,1,1,0,0,0,0,0,1957,1,6,1,1
1,1,1,0,0,1,0,0,0,0,0,0,2406,1,9,0,1
0,0,0,0,0,1,0,0,1,1,0,0,11760,0,39,0,1
0,0,0,0,0,1,0,0,0,1,0,0,2578,1,12,1,1
0,1,1,0,0,1,0,0,0,0,0,0,2348,1,36,1,1
0,0,0,0,1,1,0,0,1,0,0,0,1223,1,12,0,-1
1,1,1,0,1,1,1,0,0,0,0,0,1516,0,24,0,1
1,0,1,0,1,1,1,1,0,0,0,0,1473,1,18,0,1
0,1,1,1,1,0,0,0,1,0,0,0,1887,0,18,0,1
1,0,1,0,0,0,0,1,0,0,0,0,8648,1,24,0,-1
1,0,1,0,0,1,0,0,0,0,0,0,802,1,14,0,1
0,0,1,1,0,1,0,0,1,0,0,0,2899,0,18,0,1
0,0,1,0,0,1,1,1,1,0,0,0,2039,1,24,0,-1
1,1,1,1,0,1,0,0,0,0,0,0,2197,0,24,0,1
0,0,1,0,1,1,1,1,0,0,0,0,1053,1,15,1,1
1,0,1,0,0,1,1,0,0,0,0,0,3235,0,24,0,1
0,1,1,0,1,1,0,0,0,0,0,0,939,0,12,0,-1
0,0,1,0,0,1,1,0,1,0,0,0,1967,1,24,0,1
1,1,1,0,0,1,0,0,0,0,0,0,7253,1,33,0,1
1,1,1,0,0,0,0,0,0,0,0,0,2292,1,12,0,-1
1,0,0,0,0,1,0,0,0,1,0,0,1597,0,10,0,1
0,0,1,1,0,1,0,0,0,0,0,0,1381,0,24,1,-1
1,1,1,0,0,1,0,0,0,0,0,0,5842,1,36,0,1
0,0,1,0,1,1,0,1,0,0,0,0,2579,1,12,1,-1
0,0,0,1,0,1,0,0,0,0,0,0,8471,0,18,1,1
1,0,1,0,0,0,0,0,0,0,0,0,2782,0,21,0,1
0,0,1,1,0,1,0,0,1,0,0,0,1042,0,18,0,-1
1,0,0,0,0,1,0,0,0,0,0,0,3186,0,15,0,1
0,0,1,1,0,1,0,0,1,0,0,0,2028,0,12,0,1
0,1,1,0,1,1,0,0,1,0,0,0,958,1,12,0,1
1,0,1,0,1,1,0,0,0,0,0,0,1591,0,21,0,1
0,0,1,1,0,0,0,0,1,0,0,0,2762,0,12,0,-1
0,0,0,0,0,1,0,0,1,0,0,0,2779,1,18,0,1
1,1,1,0,0,1,1,0,0,0,0,0,2743,1,28,0,1
1,1,1,0,1,1,1,0,0,0,0,0,1149,0,18,0,1
1,0,1,0,0,1,0,0,0,0,0,0,1313,1,9,0,1
0,1,0,0,0,1,0,0,0,1,0,0,1190,1,18,1,-1
1,0,1,0,1,1,0,0,0,0,0,0,3448,1,5,0,1
0,0,1,0,0,0,0,0,1,0,0,0,11328,1,24,0,-1
0,1,0,0,0,1,0,0,0,1,0,0,1872,1,6,1,1
1,1,1,0,1,1,0,0,0,0,0,0,2058,1,24,0,1
0,0,1,0,1,1,0,0,0,0,0,0,2136,1,9,1,1
0,0,1,1,1,1,1,0,1,0,0,0,1484,0,12,0,-1
1,0,0,0,1,1,0,0,0,0,0,0,660,0,6,0,1
1,1,1,0,1,1,0,0,0,0,0,0,1287,0,24,0,1
0,1,1,0,0,1,0,0,0,0,0,0,3394,1,42,1,1
0,0,1,0,1,1,0,1,0,0,1,0,609,1,12,0,-1
1,0,1,0,0,1,0,0,0,0,0,0,1884,1,12,0,1
0,0,1,0,0,1,0,0,0,0,0,0,1620,1,12,1,1
0,0,1,0,0,0,0,0,1,0,0,0,2629,1,20,0,1
1,0,1,0,0,0,0,0,0,0,0,0,719,1,12,0,-1
0,1,1,0,0,1,0,0,1,0,0,0,5096,1,48,0,-1
1,1,0,1,0,1,0,0,0,0,0,0,1244,0,9,0,1
0,0,1,0,0,1,0,1,0,0,0,0,1842,1,36,1,-1
0,0,1,0,1,1,1,0,1,0,0,0,2576,1,7,0,1
0,0,1,1,1,1,0,0,0,0,0,0,1424,0,12,0,1
0,0,1,0,0,0,0,0,1,0,0,0,1512,0,15,0,-1
1,1,1,1,0,1,0,0,0,0,0,0,11054,0,36,0,1
1,0,1,0,1,1,1,0,0,0,0,0,518,1,6,0,1
1,0,1,0,0,1,0,0,0,0,0,1,2759,1,12,0,1
1,0,1,0,0,1,0,0,0,0,0,0,2670,1,24,0,1
0,0,1,0,0,1,0,0,0,0,0,0,4817,1,24,1,-1
1,0,1,0,0,1,0,1,0,1,0,0,2679,1,24,0,1
0,1,0,0,1,1,0,0,0,0,0,0,3905,1,11,1,1
0,0,0,0,0,1,0,0,0,1,0,0,3386,1,12,1,-1
0,0,1,0,1,1,0,1,0,0,0,0,343,1,6,1,1
1,0,1,0,0,1,1,1,0,0,0,0,4594,1,18,0,1
0,0,1,0,0,1,0,0,0,0,0,0,3620,1,36,1,1
0,0,1,0,1,1,0,1,0,0,0,0,1721,1,15,1,1
0,0,0,0,1,1,0,1,1,0,0,0,3017,1,12,0,1
0,0,1,1,0,1,0,0,1,0,0,0,754,0,12,0,1
1,0,1,0,0,0,0,0,0,0,0,0,1950,1,18,0,1
0,0,1,0,0,0,0,0,0,1,0,0,2924,1,24,1,1
0,0,0,0,0,1,1,1,0,0,0,0,1659,1,24,1,-1
1,0,1,1,0,0,1,0,0,0,0,0,7238,0,48,0,1
1,0,1,0,0,1,0,0,0,0,0,0,2764,1,33,0,1
1,0,1,0,0,1,0,0,0,0,0,0,4679,1,24,0,1
0,0,0,0,0,1,1,1,1,0,0,0,3092,0,24,0,-1
0,0,1,0,0,1,0,1,0,0,0,0,448,1,6,1,-1
0,0,1,0,0,1,0,0,0,0,0,0,654,1,9,1,-1
1,0,1,1,0,1,0,0,0,0,0,0,1238,0,6,0,1
0,1,1,0,0,1,1,0,1,0,0,0,1245,1,18,0,-1
0,0,0,0,0,1,0,1,0,0,0,1,3114,1,18,1,-1
1,0,1,0,0,1,0,0,0,0,0,0,2569,0,39,0,1
0,0,1,0,0,0,1,0,0,0,0,0,5152,1,24,0,1
0,0,1,0,1,1,0,0,1,0,0,0,1037,0,12,0,1
0,1,1,0,0,1,0,0,0,0,0,0,1478,1,15,1,1
0,1,1,0,1,1,1,0,1,0,0,0,3573,1,12,0,1
0,0,1,0,0,1,0,1,1,0,0,0,1201,1,24,0,1
0,0,0,0,0,1,0,0,0,0,0,0,3622,0,30,1,1
1,0,1,0,0,1,0,0,0,0,0,0,960,0,15,0,1
1,1,1,0,1,1,0,0,0,0,0,0,1163,0,12,0,1
0,0,1,0,0,1,0,0,1,0,0,0,1209,1,6,0,-1
1,0,1,0,0,1,1,0,0,0,0,0,3077,1,12,0,1
1,0,0,0,0,1,0,0,0,1,0,0,3757,1,24,0,1
1,0,0,0,1,1,0,0,0,0,0,0,1418,0,10,0,1
1,0,0,0,0,1,0,0,0,0,0,0,3518,1,6,0,1
1,1,1,0,0,1,1,0,0,1,0,0,1934,1,12,0,1
0,0,0,0,0,1,0,0,1,1,0,1,8318,1,27,0,-1
1,1,1,0,0,1,1,0,0,0,0,0,1237,0,6,0,1
0,0,1,1,0,1,1,0,1,0,0,0,368,0,6,0,1
0,1,0,0,1,1,0,0,0,0,0,0,2122,1,12,1,1
0,0,1,1,0,1,0,0,0,0,0,0,2996,0,24,1,-1
0,0,0,0,0,1,0,1,1,1,0,0,9034,0,36,0,-1
1,1,1,0,0,1,0,0,0,0,0,0,1585,1,24,0,1
0,0,1,0,1,1,1,0,1,0,0,0,1301,1,18,0,1
0,1,1,0,0,1,0,0,0,0,0,0,1323,0,6,0,1
0,0,1,0,0,1,0,1,0,0,0,0,3123,1,24,1,-1
0,0,0,0,0,1,0,0,0,1,0,0,5493,1,36,1,1
0,0,1,0,1,1,1,0,0,0,0,0,1126,0,9,0,1
0,1,1,0,0,0,1,1,1,1,0,0,1216,0,24,0,-1
0,0,0,0,0,1,0,1,0,0,0,0,1207,1,24,1,-1
1,0,1,1,0,1,0,0,0,0,0,0,1309,0,10,0,-1
0,1,1,0,0,1,0,0,0,0,0,0,2360,0,15,0,1
0,0,1,0,0,1,0,0,1,0,1,0,6850,0,15,0,-1
1,0,1,0,0,1,1,0,0,0,0,0,1413,1,24,0,1
1,0,1,0,0,1,0,0,0,0,0,0,8588,0,39,0,1
0,0,1,0,1,1,0,0,0,0,0,0,759,1,12,1,-1
1,0,0,0,0,1,0,0,0,1,0,0,4686,1,36,0,1
0,0,0,0,0,1,0,0,0,0,0,0,2687,1,15,0,1
0,0,0,0,1,1,1,0,1,0,0,0,585,1,12,0,1
1,0,1,1,0,1,0,1,0,0,0,0,2255,0,24,0,1
0,1,1,0,0,1,0,0,0,0,0,0,609,1,6,1,1
0,1,1,0,1,1,0,1,0,0,0,0,1361,1,6,1,1
1,1,0,0,0,1,0,1,0,0,0,0,7127,1,36,0,-1
0,0,1,0,0,1,0,0,0,0,0,0,1203,0,6,1,1
1,1,0,1,0,1,1,0,0,1,0,0,700,0,6,0,1
1,1,0,0,0,1,0,0,0,1,0,0,5507,1,24,0,1
0,0,1,0,1,1,1,0,0,0,0,0,3190,1,18,1,-1
0,0,0,0,0,1,0,0,0,1,0,1,7119,1,48,1,-1
1,0,1,0,0,1,0,0,0,0,0,0,3488,0,24,0,1
0,0,1,0,1,1,1,0,1,0,0,0,1113,1,18,0,1
0,0,1,0,0,1,0,1,1,0,0,0,7966,1,26,0,1
1,1,1,0,0,1,0,0,0,0,0,0,1532,0,15,0,1
1,1,1,0,1,1,1,0,0,0,0,0,1503,1,4,0,1
0,0,0,0,0,1,1,0,0,0,0,0,2302,1,36,1,-1
0,0,1,0,1,1,0,1,0,0,0,0,662,1,6,1,1
0,0,1,0,0,1,0,0,1,0,0,0,2273,1,36,0,1
0,0,0,0,0,1,0,0,1,0,0,0,2631,0,15,0,-1
1,0,0,0,1,1,0,0,0,0,0,0,1503,1,12,0,1
1,0,1,0,0,1,1,0,0,0,0,0,1311,0,24,0,1
1,0,1,1,0,1,1,1,0,0,0,0,3105,0,24,0,1
0,1,0,0,0,1,0,1,0,0,0,0,2319,1,21,0,-1
0,0,1,1,0,1,0,0,0,0,0,0,1374,0,6,1,1
0,1,1,0,0,1,0,0,1,0,0,0,3612,1,18,0,1
0,0,0,0,0,0,0,0,0,1,0,0,7763,1,48,1,-1
0,0,1,0,0,0,0,1,0,0,0,0,3049,1,18,0,1
0,0,0,0,1,1,1,1,1,0,0,0,1534,1,12,0,-1
1,0,0,0,0,1,0,0,0,1,0,0,2032,1,24,0,1
0,0,1,1,0,1,0,0,0,0,0,0,6350,0,30,1,-1
0,0,1,0,1,1,0,0,0,0,0,0,2864,1,18,0,-1
1,1,1,0,1,1,0,0,0,0,0,0,1255,1,12,0,1
0,0,0,0,1,1,0,0,0,0,0,0,1333,1,24,1,-1
1,1,1,0,0,1,0,0,0,0,0,0,2022,1,24,0,1
1,0,1,0,0,0,1,0,0,0,0,0,1552,1,24,0,1
0,0,1,0,1,0,1,0,0,0,1,0,626,1,12,1,-1
1,1,0,1,0,1,0,0,0,1,0,0,8858,0,48,0,1
1,1,1,1,1,1,0,0,0,0,0,0,996,0,12,0,1
1,0,1,0,0,0,1,0,0,0,1,0,1750,0,6,0,1
0,0,1,0,1,1,1,0,0,0,0,0,6999,1,48,1,-1
0,1,1,0,0,1,0,1,1,0,0,0,1995,0,12,0,1
0,0,1,0,0,1,0,0,1,0,0,0,1199,1,9,0,1
0,0,1,0,0,0,1,1,1,0,0,0,1331,1,12,0,-1
0,0,1,0,0,1,0,1,1,0,0,1,2278,0,18,0,-1
1,0,1,1,0,0,0,0,0,0,0,1,5003,0,21,0,-1
0,0,1,0,0,0,0,0,0,0,1,0,3552,1,24,1,-1
0,1,1,0,1,1,0,1,1,0,0,0,1928,1,18,0,-1
0,0,0,1,0,0,0,0,0,1,0,0,2964,0,24,1,1
0,0,0,0,0,0,1,0,0,0,1,0,1546,1,24,1,-1
0,0,1,0,0,0,1,1,0,0,0,0,683,1,6,0,1
0,0,0,1,0,1,0,0,1,1,0,0,12389,0,36,0,-1
0,0,1,1,0,0,0,0,1,0,0,0,4712,0,24,0,1
0,0,0,0,0,1,1,0,1,0,0,0,1553,0,24,0,1
0,0,1,0,0,1,0,0,0,0,0,0,1372,1,12,1,-1
1,1,1,0,0,1,1,0,0,0,0,0,2578,0,24,0,1
0,0,1,1,0,1,1,0,1,0,0,0,3979,0,48,0,1
0,0,1,0,0,1,1,0,0,0,0,0,6758,1,48,1,-1
0,0,0,0,1,1,0,1,0,0,0,0,3234,1,24,1,-1
1,1,1,0,0,1,1,0,0,0,0,0,5954,1,30,0,1
1,0,0,1,0,1,0,0,0,0,0,0,5433,0,24,0,1
0,0,1,0,0,1,0,0,0,0,0,0,806,1,15,1,1
0,0,1,0,0,1,1,0,1,0,0,0,1082,1,9,0,1
1,1,1,0,0,0,0,0,0,0,0,0,2788,1,15,0,1
0,0,1,0,1,1,1,0,1,0,0,0,2930,1,12,0,1
1,1,1,1,0,1,0,0,0,0,0,0,1927,0,24,0,1
0,1,1,0,0,1,0,1,1,0,0,0,2820,1,36,0,-1
1,0,1,0,0,1,0,1,0,0,0,0,937,1,24,0,1
0,1,1,0,1,0,0,0,1,0,0,0,1056,1,18,0,-1
0,1,1,0,1,0,0,1,1,0,0,0,3124,1,12,0,1
1,0,0,0,1,1,0,0,0,0,0,0,1388,1,9,0,1
0,0,0,0,0,1,0,1,1,1,0,0,2384,1,36,0,-1
1,0,0,1,0,1,0,0,0,1,0,0,2133,0,12,0,1
0,0,0,0,1,0,0,0,0,0,0,0,2039,1,18,1,-1
0,1,0,0,1,1,0,0,0,0,0,0,2799,1,9,1,1
0,0,1,0,0,1,0,0,0,0,0,0,1289,1,12,1,1
0,0,1,0,1,1,0,0,0,0,0,0,1217,1,18,1,-1
0,1,1,0,0,1,0,0,0,0,0,0,2246,1,12,1,-1
0,1,1,0,1,1,1,0,0,0,0,0,385,1,12,1,1
0,0,0,1,0,1,0,0,1,0,0,0,1965,0,24,0,1
1,0,1,0,1,0,0,0,0,0,0,0,1572,0,21,0,1
0,0,0,0,0,1,0,0,1,0,0,0,2718,1,24,0,-1
0,0,1,1,0,0,0,0,0,0,1,0,1358,0,24,1,-1
0,0,1,0,0,0,0,1,1,0,1,0,931,0,6,0,-1
0,0,0,0,0,1,0,0,0,0,0,0,1442,1,24,1,-1
0,0,1,0,1,1,0,0,1,0,0,1,4241,1,24,0,-1
1,1,1,0,0,0,0,0,0,0,0,0,2775,1,18,0,-1
1,0,0,0,0,1,0,0,0,1,0,0,3863,1,24,0,1
0,0,1,0,1,1,1,1,1,0,0,0,2329,1,7,0,1
0,0,1,0,0,1,0,0,1,0,0,0,918,1,9,0,-1
0,0,0,0,0,0,0,0,1,1,1,0,1837,1,24,0,-1
1,0,1,0,0,1,0,0,0,0,0,0,3349,1,36,0,-1
0,0,1,0,0,1,0,1,0,0,0,0,1275,1,10,0,1
0,0,1,0,1,0,0,0,0,0,1,0,2828,0,24,1,1
1,1,1,0,1,1,0,0,0,0,0,0,4526,1,24,0,1
0,0,0,0,0,1,1,0,1,1,0,0,2671,0,36,0,-1
1,0,1,0,1,1,1,1,0,0,0,0,2051,1,18,0,1
1,0,0,1,0,0,0,0,0,1,0,0,1300,0,15,0,1
0,0,1,0,0,1,0,0,0,0,0,0,741,0,12,1,-1
0,0,0,0,0,1,0,0,0,1,0,0,1240,0,10,0,-1
0,0,1,0,0,0,1,1,0,0,0,0,3357,0,21,1,1
0,0,0,0,0,0,0,0,0,0,1,0,3632,1,24,1,1
1,0,1,0,1,1,0,0,0,0,0,0,1808,1,18,0,-1
0,0,1,1,0,0,0,0,1,0,0,1,12204,0,48,0,1
0,0,0,1,0,1,1,0,1,1,0,0,9157,0,60,0,1
0,1,0,0,1,1,0,0,0,0,0,0,3676,1,6,1,1
0,0,0,0,0,1,0,0,1,0,0,0,3441,0,30,0,-1
1,0,1,0,1,1,0,0,0,0,0,0,640,1,12,0,1
0,1,1,0,0,1,0,0,1,0,0,0,3652,1,21,0,1
1,1,1,0,0,0,0,0,0,0,0,0,1530,1,18,0,-1
1,0,1,1,1,0,0,0,0,0,0,0,3914,0,48,0,-1
0,0,0,0,0,1,0,1,0,0,0,0,1858,1,12,1,1
0,0,0,0,0,1,1,0,0,1,0,0,2600,1,18,1,-1
1,0,1,1,0,1,1,0,0,0,0,0,1979,0,15,0,1
0,0,1,0,1,1,0,0,0,0,0,0,2116,1,6,0,1
0,0,1,0,0,1,0,0,1,1,1,0,1437,0,9,0,-1
1,1,1,0,1,1,0,0,0,0,0,0,4042,0,42,0,1
1,0,1,1,1,1,0,0,0,0,0,0,3832,0,9,0,1
0,0,1,0,0,1,1,0,0,0,0,0,3660,1,24,1,1
0,0,1,0,0,0,0,0,0,0,1,0,1553,1,18,1,-1
0,0,1,1,0,1,1,1,1,0,0,0,1444,0,15,0,1
1,0,0,0,0,1,0,1,0,0,0,0,1980,1,9,0,-1
0,0,1,0,0,1,0,1,1,0,0,0,1355,1,24,0,-1
1,0,1,0,0,0,0,0,0,0,0,0,1393,1,12,0,1
1,0,1,0,0,1,1,0,0,0,0,0,1376,0,24,0,1
1,0,1,0,0,1,1,0,0,0,0,0,15653,1,60,0,1
1,0,1,0,0,1,1,1,0,0,0,0,1493,1,12,0,1
0,0,1,0,0,0,1,0,0,0,0,0,4370,1,42,1,-1
0,0,1,0,1,1,0,0,0,0,0,0,750,1,18,1,-1
0,0,1,0,0,1,0,0,1,0,0,0,1308,1,15,0,1
1,0,1,0,0,1,0,0,0,0,0,0,4623,0,15,0,-1
1,1,1,0,0,1,1,0,0,0,0,0,1851,1,24,0,1
0,1,1,0,0,1,1,0,0,0,0,0,1880,1,18,1,1
1,0,0,1,0,1,0,1,0,0,0,0,7980,0,36,0,-1
0,0,1,0,1,1,0,0,0,0,0,1,4583,1,30,1,1
1,0,1,0,0,1,0,0,0,0,0,0,1386,0,12,0,-1
0,0,0,0,0,0,0,0,0,1,0,0,947,1,24,0,-1
0,0,0,0,0,1,0,0,0,0,0,0,684,1,12,1,-1
0,0,0,0,0,1,0,0,0,1,0,0,7476,1,48,1,1
0,0,1,0,0,1,0,0,1,0,0,0,1922,1,12,0,-1
0,0,1,0,1,1,0,0,0,0,0,0,2303,1,24,1,-1
0,0,1,0,0,1,0,0,1,0,0,0,8086,0,36,0,-1
1,1,1,0,0,1,0,0,0,0,0,0,2346,1,24,0,1
0,0,0,0,0,1,0,0,0,1,0,0,3973,1,14,1,1
0,0,1,0,0,0,0,0,1,0,0,0,888,1,12,0,-1
1,0,1,1,0,0,1,0,0,0,0,0,10222,0,48,0,1
0,0,1,0,0,1,0,0,1,0,0,1,4221,1,30,0,1
0,1,1,0,0,1,0,0,1,1,0,0,6361,1,18,0,1
0,0,0,0,1,1,1,0,0,0,0,0,1297,1,12,0,1
0,0,1,1,0,1,0,0,0,0,0,0,900,0,12,1,-1
1,0,1,0,1,1,0,0,0,0,0,0,2241,1,21,0,1
